Texto en Inglés (Origen),Texto en Español (Destino)
Dose-related increases in the incidences of hepatocellular adenomas and carcinomas were observed in males and females of both species.,"Se observaron incrementos dosis- dependientes de la incidencia de adenomas hepatocelulares y carcinomas, en machos y hembras de ambas especies."
Dose-related increases in the incidences of hepatocellular adenomas and carcinomas were observed in males and females of both species.,"Se observaron incrementos dosis- dependientes de la incidencia de adenomas hepatocelulares y carcinomas, en machos y hembras de ambas especies."
Animals treated with tacrolimus ointment showed a statistically significant reduction in time to skin tumour (squamous cell carcinoma) development and an increase in the,Los animales tratados con la pomada de tacrolimus mostraron una disminución estadísticamente significativa en el tiempo del desarrollo de tumores cutáneos (carcinoma de células escamosas) y un incremento del número de tumores.
Animals treated with tacrolimus ointment showed a statistically significant reduction in time to skin tumour (squamous cell carcinoma) development and an increase in the number of tumours.,disminución estadísticamente significativa en el tiempo del desarrollo de tumores cutáneos (carcinoma de células escamosas) y un incremento del número de tumores.
Animals treated with tacrolimus ointment showed a statistically significant reduction in time to skin tumour (squamous cell carcinoma) development and an increase in the,No está claro si el efecto de tacrolimus
"For skin carcinoma, the median time to first occurrence was significantly delayed.","Para el carcinoma de piel, la mediana de tiempo al primer suceso se retrasó significativamente."
"Carcinogenicity studies conducted in mouse and rat showed increased incidences of lymphomas (male and female mouse), hepatocellular adenoma and carcinoma (male mouse) and granulocytic leukaemia (female mouse).","Estudios de carcinogenicidad llevados a cabo en ratones y en ratas, mostraron un aumento de incidencias de linfomas (ratones machos y hembras), adenoma hepatocelular y carcinoma (ratones macho) y de leucemia granulocítica (ratones hembra)."
"For skin carcinoma, the median time to first occurrence was significantly delayed.","Para el carcinoma de piel, la mediana de tiempo al primer suceso se retrasó significativamente."
"31 Carcinogenicity studies conducted in mouse and rat showed increased incidences of lymphomas (male and female mouse), hepatocellular adenoma and carcinoma (male mouse) and granulocytic leukaemia (female mouse).","Estudios de carcinogenicidad llevados a cabo en ratones y en ratas, mostraron un aumento de incidencias de linfomas (ratones machos y hembras), adenoma hepatocelular y carcinoma (ratones macho) y de leucemia granulocítica (ratones hembra)."
"For skin carcinoma, the median time to first occurrence was significantly delayed.","Para el carcinoma de piel, la mediana de tiempo al primer suceso se retrasó significativamente."
"47 Carcinogenicity studies conducted in mouse and rat showed increased incidences of lymphomas (male and female mouse), hepatocellular adenoma and carcinoma (male mouse) and granulocytic leukaemia (female mouse).","Estudios de carcinogenicidad llevados a cabo en ratones y en ratas, mostraron un aumento de incidencias de linfomas (ratones machos y hembras), adenoma hepatocelular y carcinoma (ratones macho) y de leucemia granulocítica (ratones hembra)."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
"One colonic adenoma and one caecal adenocarcinoma recorded in rats at the dose of 1,500 mg/ kg/ day were not statistically significant.","Se registraron un caso de adenoma de colon y otro de adenocarcinoma de ciego en ratas a dosis de 1.500 mg/ kg/ día, pero no fueron estadísticamente significativos."
Ratiograstim was compared to Neupogen and to placebo (a dummy treatment) in one main study involving 348 patients with breast cancer.,Ratiograstim se comparó a Neupogen y a un placebo (tratamiento ficticio) en un estudio principal en el que participaron 348 pacientes con cáncer de pecho.
2 collaboration with an oncology-haematology centre with acceptable experience in this field and where the monitoring of haematopoietic progenitor cells can be correctly performed.,Los procedimientos de movilización y aféresis deben de llevarse a cabo en colaboración con un centro de oncología-hematología que posea una aceptable experiencia en este campo y donde pueda realizarse la monitorización de las células progenitoras hematopoyéticas de forma adecuada.
"The efficacy and safety of Ratiograstim has been assessed in randomised, controlled phase III studies in breast cancer, lung cancer and Non-Hodgkin-Lymphoma.","Se ha evaluado la eficacia y la seguridad de Ratiograstim en estudios randomizados, controlados y de fase III, en pacientes con cáncer de pecho, de pulmones y linfoma no Hodgkin."
18 collaboration with an oncology-haematology centre with acceptable experience in this field and where the monitoring of haematopoietic progenitor cells can be correctly performed.,Los procedimientos de movilización y aféresis deben de llevarse a cabo en colaboración con un centro de oncología-hematología que posea una aceptable experiencia en este campo y donde pueda realizarse la monitorización de las células progenitoras hematopoyéticas de forma adecuada.
"The efficacy and safety of Ratiograstim has been assessed in randomised, controlled phase III studies in breast cancer, lung cancer and Non-Hodgkin-Lymphoma.","Se ha evaluado la eficacia y la seguridad de Ratiograstim en estudios randomizados, controlados y de fase III, en pacientes con cáncer de pecho, de pulmones y linfoma no Hodgkin."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
Conventional carcinogenicity rodent studies with low exposures compared to human exposure under therapeutic conditions (factor 0.1 in rats and 1 in mice) did not reveal tumorigenicity of ribavirin.,"Estudios de carcinogenicidad convencionales en el roedor con bajas exposiciones en comparación con la exposición en el ser humano bajo condiciones terapéuticas (factor 0,1 en la rata y 1 en el ratón) no demostraron que la ribavirina sea tumorogénica."
Conventional carcinogenicity rodent studies with low exposures compared to human exposure under therapeutic conditions (factor 0.1 in rats and 1 in mice) did not reveal tumorigenicity of ribavirin.,"Estudios de carcinogenicidad convencionales en el roedor con bajas exposiciones en comparación con la exposición en el ser humano bajo condiciones terapéuticas (factor 0,1 en la rata y 1 en el ratón) no mostraron tumorigenicidad de ribavirina."
"Commonly reported side effects (at least 1 in every 100 patients, but less than 1 in every 10 patients): pain at the place of injection, increased sweating, flushing, chest pain, fingers and toes very sensitive to cold, bruise, numbness or tingling feeling, shaky hands, increased or decreased sensitivity to touch, swelling due to a build-up of excess water, increase in muscle movement, changes in your voice, ear infection, abnormal vision, eye pain or infection, dry or teary eyes, nervousness, aggressive behaviour, wanting to harm yourself, lack of interest, feeling confused, feeling anxious or nervous, difficulty concentrating, behaviour disorder, weakness, feeling sleepy, unusual dreams, sleepwalking, trouble sleeping, change in thyroid gland activity (which may make you feel tired or, less commonly, energetic), pain on the right side around your ribs, abnormal liver function, sores in mouth, sore tongue, toothache, tooth disorder, tooth abscess, increased appetite, stomach upset, constipation, loose stools, acid reflux, gastroesophageal or rectal disorder, urinary tract infection, bedwetting, incontinence, urination disorders, difficult, irregular, or no menstrual period, abnormally heavy and prolonged menstrual periods, disorder of vagina, testis pain, fever blisters, fungal infections, bacterial infections, swollen glands, respiratory infections, sneezing, rapid breathing, nose bleed, cough, stuffy or runny nose, shortness of breath, nose irritation, skin sensitive to sunlight, pale skin, redness of skin or skin disorder, eczema (inflamed, red, itchy and dryness of the skin with possible oozing lesions), rash with raised spotted lesions, acne, itching, dry skin, skin discolouration, skin wound, nail disorder, tumor (unspecified), decrease in the number of blood clotting cells, excess of uric acid (as in gout) in the blood, inflammation of the membrane of the stomach and intestine, inflammation of the vagina, development of male body traits, and excess of triglycerides in the blood.","60 Efectos adversos comunicados frecuentemente (al menos 1 de cada 100 pacientes, pero menos de 1 de cada 10 pacientes): dolor en el punto de inyección, aumento de la sudoración, enrojecimiento de la cara, dolor en el pecho, dedos de las manos y de los pies muy sensibles al frío, aparición de moratones, sensación de entumecimiento u hormigueo, manos temblorosas, aumento o disminución de la sensibilidad táctil, hinchazón por acumulación excesiva de agua, aumento de movimientos musculares, alteraciones en la voz, infección de oído, visión anormal, dolor o infección de los ojos, ojos secos o llorosos, nerviosismo, comportamiento agresivo, deseos de autolesionarse, pérdida de interés, sensación de confusión, sensación de ansiedad o nerviosismo, dificultad para concentrarse, alteración del comportamiento, debilidad, sentirse con sueño, sueños raros, sonambulismo, problemas para dormir, cambio en la actividad de la glándula tiroidea (que puede hacerle sentir cansado o, menos frecuentemente, enérgico), dolor en el costado derecho alrededor de las costillas, función anormal del hígado, llagas en la boca, dolor en la lengua, dolor en los dientes, alteración en los dientes, absceso en los dientes, aumento del apetito, dolor de estómago, estreñimiento, heces blandas, reflujo ácido, trastorno gastroesofágico o rectal, infección del tracto urinario, orinar en la cama, incontinencia, trastornos al orinar, periodo menstrual difícil, irregular o ausencia del mismo, periodos menstruales más abundantes y prolongados de lo habitual, alteración de la vagina, dolor de testículos, herpes febril, infecciones por hongos, infecciones bacterianas, glándulas inflamadas, infecciones respiratorias, estornudos, respiración rápida, hemorragia nasal, tos, taponamiento o goteo nasal, dificultad para respirar, irritación nasal, piel sensible a la luz solar, piel pálida, enrojecimiento de la piel o alteración de la piel, eczema (piel inflamada, roja, con picor y seca, con posibles lesiones que supuran), erupción cutánea con lesiones de color abultadas, acné, picor, piel seca, decoloración de la piel, herida en la piel, alteración de las uñas, tumor (no específico), reducción en el número de células que intervienen en la coagulación de la sangre, exceso de ácido úrico en sangre (como en la gota), inflamación de la mucosa del estómago y del intestino, inflamación de la vagina, desarrollo de rasgos corporales masculinos y exceso de triglicéridos en sangre."
